,address_no,description,satuan,Unit
1370,KALTIM2.SIGNAL.AI.20HFE10CY101,Unit #2 - A coal spreading booster fan front bearing vibration,mm/s,Unit 2
1371,KALTIM2.SIGNAL.AI.20HFE10CY102,Unit #2 - A coal spreading booster fan rear bearing vibration,mm/s,Unit 2
1372,KALTIM2.SIGNAL.AI.20HHL04CF101DP,Unit #2 - Upper bed burner hot primary air flow,Pa,Unit 2
1373,KALTIM2.SIGNAL.AI.20HHL05AA101XQ12,Unit #2 - Front wall upper bed burner hot primary air control damper 1 pos,%,Unit 2
1374,KALTIM2.SIGNAL.AI.20HHL06AA101XQ12,Unit #2 - Back wall upper bed burner hot primary air control damper 1 posi,%,Unit 2
1375,KALTIM2.SIGNAL.AI.20HLB30AA101XQ12,Unit #2 - A secondary air fan inlet control valve position feedback,%,Unit 2
1376,KALTIM2.SIGNAL.AI.20HLB30AN001XQ01,Unit #2 - A secondary air fan current,A,Unit 2
1377,KALTIM2.SIGNAL.AI.20HLB30CY101,Unit #2 - A secondary air fan front bearing vibration,mm/s,Unit 2
1378,KALTIM2.SIGNAL.AI.20HLB30CY102,Unit #2 - A secondary air fan rear bearing vibration,mm/s,Unit 2
1379,KALTIM2.SIGNAL.AI.20HLA30CP101,Unit #2 - A secondary air fan outlet pressure,KPa,Unit 2
1380,KALTIM2.SIGNAL.AI.20HLA30CP102,Unit #2 - Air preheater secondary air differencial pressure,KPa,Unit 2
1381,KALTIM2.SIGNAL.AI.20HHL10CP101,Unit #2 - Side-A hot secondary air pressure,KPa,Unit 2
1382,KALTIM2.SIGNAL.AI.20HHL11CF101DP,Unit #2 - Side-A front upper secondary air flow,Pa,Unit 2
1383,KALTIM2.SIGNAL.AI.20HHL11AA101XQ12,Unit #2 - Side-A front upper secondary air inlet control valve position fe,%,Unit 2
1384,KALTIM2.SIGNAL.AI.20HHL11CP101,Unit #2 - Upper secondary air box pressure,KPa,Unit 2
1385,KALTIM2.SIGNAL.AI.20HHL13CF101DP,Unit #2 - Side-A front lower secondary air flow,Pa,Unit 2
1386,KALTIM2.SIGNAL.AI.20HHL13AA101XQ12,Unit #2 - Side-A front lower secondary air inlet control valve position fe,%,Unit 2
1387,KALTIM2.SIGNAL.AI.20HHL12CF101DP,Unit #2 - Side-A back upper secondary air flow,Pa,Unit 2
1388,KALTIM2.SIGNAL.AI.20HHL12AA101XQ12,Unit #2 - Side-A back upper secondary air inlet control valve position fee,%,Unit 2
1389,KALTIM2.SIGNAL.AI.20HHL14CF101DP,Unit #2 - Side-A back lower secondary air flow,Pa,Unit 2
1390,KALTIM2.SIGNAL.AI.20HHL14AA101XQ12,Unit #2 - Side-A back lower secondary air inlet control valve position fee,%,Unit 2
1391,KALTIM2.SIGNAL.AI.20HHL13CP101,Unit #2 - Lower secondary air box pressure,KPa,Unit 2
1392,KALTIM2.SIGNAL.AI.20HDF10AN001XQ01,Unit #2 - A HP fluidizing air fan current,A,Unit 2
1393,KALTIM2.SIGNAL.AI.20HDF10CP101,Unit #2 - A HP fluidizing air fan outlet pressure,KPa,Unit 2
1394,KALTIM2.SIGNAL.AI.20HDF52AA101XQ12,Unit #2 - A return material tank inlet control valve 1 position feedback,%,Unit 2
1395,KALTIM2.SIGNAL.AI.20HDF53AA101XQ12,Unit #2 - A return material tank inlet control valve 2 position feedback,%,Unit 2
1396,KALTIM2.SIGNAL.AI.20HDF52CF101DP,Unit #2 - A return material tank inlet air flow 1,Pa,Unit 2
1397,KALTIM2.SIGNAL.AI.20HDF53CF101DP,Unit #2 - A return material tank inlet air flow 2,Pa,Unit 2
1398,KALTIM2.SIGNAL.AI.20HDF54CF101DP,Unit #2 - A return material tank inlet air flow 3,Pa,Unit 2
1399,KALTIM2.SIGNAL.AI.20HDF55CF101DP,Unit #2 - A return material tank inlet air flow 4,Pa,Unit 2
1400,KALTIM2.SIGNAL.AI.20HDF56CF101DP,Unit #2 - A return material tank inlet air flow 5,Pa,Unit 2
1401,KALTIM2.SIGNAL.AI.20HDF11CP101,Unit #2 - A cyclone separator differential pressure between outlet and inl,KPa,Unit 2
1402,KALTIM2.SIGNAL.AI.20HDF11CP102,Unit #2 - A cyclone separator outlet fule gas pressure,KPa,Unit 2
1403,KALTIM2.SIGNAL.AI.20HDF11CP105,Unit #2 - Side-A U valve sealing height,KPa,Unit 2
1404,KALTIM2.SIGNAL.AI.20HDF11CP103,Unit #2 - Side-A U valve inlet pressure,KPa,Unit 2
1405,KALTIM2.SIGNAL.AI.20HDF11CP104,Unit #2 - Side-A U valve outlet pressure (LP),KPa,Unit 2
1406,KALTIM2.SIGNAL.AI.20HDF11CP106,Unit #2 - Side-A U valve outlet pressure (HP),KPa,Unit 2
1407,KALTIM2.SIGNAL.AI.20HDF11CD101,Unit #2 - Side-A U valve density,KPa,Unit 2
1408,KALTIM2.SIGNAL.AI.20HBK31CP101,Unit #2 - Side-A high temperature super heater inlet flue gas pressure,KPa,Unit 2
1409,KALTIM2.SIGNAL.AI.20HBK31CP102,Unit #2 - Side-A low temperature super heater inlet flue gas pressure,KPa,Unit 2
1410,KALTIM2.SIGNAL.AI.20HBK31CP103,Unit #2 - Side-A low temperature super heater outlet flue gas pressure,KPa,Unit 2
1411,KALTIM2.SIGNAL.AI.20HBK31CP104,Unit #2 - Side-A economiser outlet flue gas pressure,KPa,Unit 2
1412,KALTIM2.SIGNAL.AI.20HBK31CQ101,Unit #2 - Side-A air preheater inlet flue gas oxygen content,%,Unit 2
1413,KALTIM2.SIGNAL.AI.20HBK31CP105,Unit #2 - Side-A air preheater outlet flue gas pressure,KPa,Unit 2
1414,KALTIM2.SIGNAL.AI.20HBK31CP106,Unit #2 - Differential pressure between side-A air preheater outlet and ec,KPa,Unit 2
1415,KALTIM2.SIGNAL.AI.20HNA10CP101,Unit #2 - A iuduced draft fan inlet flue gas pressure,KPa,Unit 2
1416,KALTIM2.SIGNAL.AI.20HNA10AA101XQ12,Unit #2 - A iuduced draft fan inlet control damper position feedback,%,Unit 2
1417,KALTIM2.SIGNAL.AI.20HNC10AN001XQ01,Unit #2 - A iuduced draft fan current,A,Unit 2
1418,KALTIM2.SIGNAL.AI.20HNC10CY101,Unit #2 - A IDF front bearing vibration,mm/s,Unit 2
1419,KALTIM2.SIGNAL.AI.20HNC10CY102,Unit #2 - A IDF rear bearing vibration,mm/s,Unit 2
1420,KALTIM2.SIGNAL.AI.20HNA10CP102,Unit #2 - A IDF outlet air pressure,KPa,Unit 2
1421,KALTIM2.SIGNAL.AI.20HDF40CP101,Unit #2 - HP fluidizing air fan outlet header pressure,KPa,Unit 2
1422,KALTIM2.SIGNAL.AI.20HDF49AA101XQ12,Unit #2 - Control valve for fluidizing air to air preheater outlet positio,%,Unit 2
1423,KALTIM2.SIGNAL.AI.20HNA30CF101,Unit #2 - Chimney flue gas flow,m/s,Unit 2
1424,KALTIM2.SIGNAL.AI.20HNA30CP101,Unit #2 - Chimney flue gas pressure,KPa,Unit 2
1425,KALTIM2.SIGNAL.AI.20HNA30CT101,Unit #2 - Chimney flue gas temperature,°C,Unit 2
1426,KALTIM2.SIGNAL.AI.20HNA30CQ101,Unit #2 - Chimney flue gas dust concentration,mg/Nm3,Unit 2
1427,KALTIM2.SIGNAL.AI.20HNA30CQ102,Unit #2 - Chimney flue gas humidity,%,Unit 2
1428,KALTIM2.SIGNAL.AI.20HDF52CP101,Unit #2 - Side-A U valve bed pressure,KPa,Unit 2
1429,KALTIM2.SIGNAL.AI.20HNA30CQ103XQ01,Unit #2 - Chimney flue gas SO2 concentration 1,mg/Nm3,Unit 2
1430,KALTIM2.SIGNAL.AI.20HNA30CQ103XQ02,Unit #2 - Chimney flue gas SO2 concentration 2,mg/Nm3,Unit 2
1431,KALTIM2.SIGNAL.AI.20HNA30CQ104,Unit #2 - Chimney flue gas NOx concentration,mg/Nm3,Unit 2
1432,KALTIM2.SIGNAL.AI.20HNA30CQ105,Unit #2 - Chimney flue gas CO concentration,mg/Nm3,Unit 2
1433,KALTIM2.SIGNAL.AI.20HNA30CQ106,Unit #2 - Chimney flue gas O2 concentration,%,Unit 2
1434,KALTIM2.SIGNAL.AI.20HNA10AA102XQ12,Unit #2 - Motor-driven control damper for side-A boiler outlet flue gas to,%,Unit 2
1435,KALTIM2.SIGNAL.AI.20LCQ20CL102,Unit #2 - Continuous blowdown flash tank water level,mm,Unit 2
1436,KALTIM2.SIGNAL.AI.20LCQ20AA101XQ12,Unit #2 - Control valve for continuous blowdown flash tank to periodic blo,%,Unit 2
1437,KALTIM2.SIGNAL.AI.20HAN13AA101XQ12,Unit #2 - Side-A drum continuous blowdown control valve position feedback,%,Unit 2
1438,KALTIM2.SIGNAL.AI.20LCQ10CF101DP,Unit #2 - Drum continuous blowdown to continuous blowdown flash tank flow,Pa,Unit 2
1439,KALTIM2.SIGNAL.AI.20LCE30CP101,Unit #2 - Slag cooler cooling water inlet main pipe pressure,MPa,Unit 2
1440,KALTIM2.SIGNAL.AI.20LCA30CF101DP,Unit #2 - Slag cooler cooling water flow,Pa,Unit 2
1441,KALTIM2.SIGNAL.AI.20HDA10AN001XQ12,Unit #2 - A slag cooler speed feedback,%,Unit 2
1442,KALTIM2.SIGNAL.AI.20LCE36AA101XQ12,Unit #2 - Slag cooler cooling water outlet control valve position feedback,%,Unit 2
1443,KALTIM2.SIGNAL.AI.20LCE36CP101,Unit #2 - Slag cooler pump outlet main pipe pressure,MPa,Unit 2
1444,KALTIM2.SIGNAL.AI.20ETE10CL101,Unit #2 - #2 boiler ash silo Level ,m,Unit 2
1445,KALTIM2.SIGNAL.AI.20ETE30CL101,Unit #2 - #2 boiler ash silo Level ,m,Unit 2
1446,KALTIM2.SIGNAL.AI.20HLB20AA101XQ12,Unit #2 - B primary air fan inlet control valve position feedback,%,Unit 2
1447,KALTIM2.SIGNAL.AI.20HLB20AN001XQ01,Unit #2 - B primary air fan current,A,Unit 2
1448,KALTIM2.SIGNAL.AI.20HLB20CY101,Unit #2 - B primary air fan front bearing vibration,mm/s,Unit 2
1449,KALTIM2.SIGNAL.AI.20HLB20CY102,Unit #2 - B primary air fan rear bearing vibration,mm/s,Unit 2
1450,KALTIM2.SIGNAL.AI.20HLA20CP101,Unit #2 - B primary air fan outlet pressure,KPa,Unit 2
1451,KALTIM2.SIGNAL.AI.20HBK41CP106,Unit #2 - Differential pressure between side-B air preheater outlet and ec,KPa,Unit 2
1452,KALTIM2.SIGNAL.AI.20HHL03CP101,Unit #2 - Furnace air chamber pressure 2,KPa,Unit 2
1453,KALTIM2.SIGNAL.AI.20HFE20AA101XQ12,Unit #2 - B coal spreading booster fan inlet control damper position feedb,%,Unit 2
1454,KALTIM2.SIGNAL.AI.20HFE20CP101,Unit #2 - B coal spreading booster fan outlet pressure,KPa,Unit 2
1455,KALTIM2.SIGNAL.AI.20HFE20AN001XQ01,Unit #2 - B coal spreading booster fan current,A,Unit 2
1456,KALTIM2.SIGNAL.AI.20HHL03CF101DP,Unit #2 - B air duct ignitor inlet hot primary air flow,Pa,Unit 2
1457,KALTIM2.SIGNAL.AI.20HHL03AA101XQ12,Unit #2 - B air duct ignitor inlet motor-driven control damper 1 position ,%,Unit 2
1458,KALTIM2.SIGNAL.AI.20HHL03AA102XQ12,Unit #2 - B air duct ignitor inlet motor-driven control damper 2 position ,%,Unit 2
1459,KALTIM2.SIGNAL.AI.20HHL03AA103XQ12,Unit #2 - B air duct ignitor inlet motor-driven control damper 3 position ,%,Unit 2
1460,KALTIM2.SIGNAL.AI.20HCB10AA101XQ12,Unit #2 - POSITION (Pressure Reduction Station),%,Unit 2
1461,KALTIM2.SIGNAL.AI.20HCB10CP101,Unit #2 - PRESSURE (Pressure Reduction Station),MPa,Unit 2
1462,KALTIM2.SIGNAL.AI.20HFE20CY101,Unit #2 - B coal spreading booster fan front bearing vibration,mm/s,Unit 2
1463,KALTIM2.SIGNAL.AI.20HFE20CY102,Unit #2 - B coal spreading booster fan rear bearing vibration,mm/s,Unit 2
1464,KALTIM2.SIGNAL.AI.20HHL05AA102XQ12,Unit #2 - Front wall upper bed burner hot primary air control damper 2 pos,%,Unit 2
1465,KALTIM2.SIGNAL.AI.20HHL06AA102XQ12,Unit #2 - Back wall upper bed burner hot primary air control damper 2 posi,%,Unit 2
1466,KALTIM2.SIGNAL.AI.20HCB11XQ01,Unit #2 - KR/ER GROUP WORKING CURRENT,A,Unit 2
1467,KALTIM2.SIGNAL.AI.20HLB40AA101XQ12,Unit #2 - B secondary air fan inlet control valve position feedback,%,Unit 2
1468,KALTIM2.SIGNAL.AI.20HLB40AN001XQ01,Unit #2 - B secondary air fan current,A,Unit 2
1469,KALTIM2.SIGNAL.AI.20HLB40CY101,Unit #2 - B secondary air fan front bearing vibration,mm/s,Unit 2
1470,KALTIM2.SIGNAL.AI.20HLB40CY102,Unit #2 - B secondary air fan rear bearing vibration,mm/s,Unit 2
1471,KALTIM2.SIGNAL.AI.20HLA40CP101,Unit #2 - B secondary air fan outlet pressure,KPa,Unit 2
1472,KALTIM2.SIGNAL.AI.20HHL20CP101,Unit #2 - Side-B hot secondary air pressure,KPa,Unit 2
1473,KALTIM2.SIGNAL.AI.20HCB10XQ01,Unit #2 - VALVE WORKING CURRENT,A,Unit 2
1474,KALTIM2.SIGNAL.AI.20HHL21CP101,Unit #2 - Upper secondary air box pressure,KPa,Unit 2
1475,KALTIM2.SIGNAL.AI.20HHL21CF101DP,Unit #2 - Side-B front upper secondary air flow,Pa,Unit 2
1476,KALTIM2.SIGNAL.AI.20HHL21AA101XQ12,Unit #2 - Side-B front upper secondary air inlet control valve position fe,%,Unit 2
1477,KALTIM2.SIGNAL.AI.20HHL22CF101DP,Unit #2 - Side-B back upper secondary air flow,Pa,Unit 2
1478,KALTIM2.SIGNAL.AI.20HHL22AA101XQ12,Unit #2 - Side-B back upper secondary air inlet control valve position fee,%,Unit 2
1479,KALTIM2.SIGNAL.AI.20HDF21CP101,Unit #2 - B cyclone separator differential pressure between outlet and inl,KPa,Unit 2
1480,KALTIM2.SIGNAL.AI.20HDF21CP102,Unit #2 - B cyclone separator outlet fule gas pressure,KPa,Unit 2
1481,KALTIM2.SIGNAL.AI.20HHL23CF101DP,Unit #2 - Side-B front lower secondary air flow,Pa,Unit 2
1482,KALTIM2.SIGNAL.AI.20HHL23AA101XQ12,Unit #2 - Side-B front lower secondary air inlet control valve position fe,%,Unit 2
1483,KALTIM2.SIGNAL.AI.20HHL24CF101DP,Unit #2 - Side-B back lower secondary air flow,Pa,Unit 2
1484,KALTIM2.SIGNAL.AI.20HHL24AA101XQ12,Unit #2 - Side-B back lower secondary air inlet control valve position fee,%,Unit 2
1485,KALTIM2.SIGNAL.AI.20HHL23CP101,Unit #2 - Lower secondary air box pressure,KPa,Unit 2
1486,KALTIM2.SIGNAL.AI.20HDF20AN001XQ01,Unit #2 - B HP fluidizing air fan current,A,Unit 2
1487,KALTIM2.SIGNAL.AI.20HDF20CP101,Unit #2 - B HP fluidizing air fan outlet pressure,KPa,Unit 2
1488,KALTIM2.SIGNAL.AI.20HDF44AA101XQ12,Unit #2 - B return material tank inlet control valve 1 position feedback,%,Unit 2
1489,KALTIM2.SIGNAL.AI.20HDF44CF101DP,Unit #2 - B return material tank inlet air flow 1,Pa,Unit 2
1490,KALTIM2.SIGNAL.AI.20HDF45AA101XQ12,Unit #2 - B return material tank inlet control valve 2 position feedback,%,Unit 2
1491,KALTIM2.SIGNAL.AI.20HDF45CF101DP,Unit #2 - B return material tank inlet air flow 2,Pa,Unit 2
1492,KALTIM2.SIGNAL.AI.20HDF46CF101DP,Unit #2 - B return material tank inlet air flow 3,Pa,Unit 2
1493,KALTIM2.SIGNAL.AI.20HDF47CF101DP,Unit #2 - B return material tank inlet air flow 4,Pa,Unit 2
1494,KALTIM2.SIGNAL.AI.20HDF48CF101DP,Unit #2 - B return material tank inlet air flow 5,Pa,Unit 2
1495,KALTIM2.SIGNAL.AI.20HDF44CP101,Unit #2 - Side-B U valve bed pressure,KPa,Unit 2
1496,KALTIM2.SIGNAL.AI.20HDF21CP105,Unit #2 - Side-B U valve sealing height,KPa,Unit 2
1497,KALTIM2.SIGNAL.AI.20HDF21CP103,Unit #2 - Side-B U valve inlet pressure,KPa,Unit 2
1498,KALTIM2.SIGNAL.AI.20HDF21CP104,Unit #2 - Side-B U valve outlet pressure (LP),KPa,Unit 2
1499,KALTIM2.SIGNAL.AI.20HDF21CP106,Unit #2 - Side-B U valve outlet pressure (HP),KPa,Unit 2
1500,KALTIM2.SIGNAL.AI.20HDF21CD101,Unit #2 - Side-B U valve density,KPa,Unit 2
1501,KALTIM2.SIGNAL.AI.20HDF44CP102,Unit #2 - Side-B U valve chamber air pressure 1,KPa,Unit 2
1502,KALTIM2.SIGNAL.AI.20HDF44CP103,Unit #2 - Side-B U valve chamber air pressure 2,KPa,Unit 2
1503,KALTIM2.SIGNAL.AI.20HBK41CP101,Unit #2 - Side-B high temperature super heater inlet flue gas pressure,KPa,Unit 2
1504,KALTIM2.SIGNAL.AI.20HBK41CP102,Unit #2 - Side-B low temperature super heater inlet flue gas pressure,KPa,Unit 2
1505,KALTIM2.SIGNAL.AI.20HBK41CP103,Unit #2 - Side-B low temperature super heater outlet flue gas pressure,KPa,Unit 2
1506,KALTIM2.SIGNAL.AI.20HBK41CP104,Unit #2 - Side-B economiser outlet flue gas pressure,KPa,Unit 2
1507,KALTIM2.SIGNAL.AI.20HBK41CQ101,Unit #2 - Side-B air preheater inlet flue gas oxygen content,%,Unit 2
1508,KALTIM2.SIGNAL.AI.20HBK41CP105,Unit #2 - Side-B air preheater outlet flue gas pressure,KPa,Unit 2
1509,KALTIM2.SIGNAL.AI.20HDA20AN001XQ12,Unit #2 - B slag cooler speed feedback,%,Unit 2
1510,KALTIM2.SIGNAL.AI.20HNA20AA102XQ12,Unit #2 - Motor-driven control damper for side-B boiler outlet flue gas to,%,Unit 2
1511,KALTIM2.SIGNAL.AI.20HNA20CP101,Unit #2 - B iuduced draft fan inlet flue gas pressure,KPa,Unit 2
1512,KALTIM2.SIGNAL.AI.20HNA20AA101XQ12,Unit #2 - B iuduced draft fan inlet control damper position feedback,%,Unit 2
1513,KALTIM2.SIGNAL.AI.20HNC20AN001XQ01,Unit #2 - B iuduced draft fan current,A,Unit 2
1514,KALTIM2.SIGNAL.AI.20HNC20CY101,Unit #2 - B IDF front bearing vibration,mm/s,Unit 2
1515,KALTIM2.SIGNAL.AI.20HNC20CY102,Unit #2 - B IDF rear bearing vibration,mm/s,Unit 2
1516,KALTIM2.SIGNAL.AI.20HNA20CP102,Unit #2 - B IDF outlet air pressure,KPa,Unit 2
1517,KALTIM2.SIGNAL.AI.20HDF30AN001XQ01,Unit #2 - C HP fluidizing air fan current,A,Unit 2
1518,KALTIM2.SIGNAL.AI.20HDF30CP101,Unit #2 - C HP fluidizing air fan outlet pressure,KPa,Unit 2
1519,KALTIM2.SIGNAL.AI.20HDA30AN001XQ12,Unit #2 - C slag cooler speed feedback,%,Unit 2
1520,KALTIM2.SIGNAL.AI.20HAN11AA101XQ12,Unit #2 - Side-B drum continuous blowdown control valve position feedback,%,Unit 2
1521,KALTIM2.SIGNAL.AI.20HCB12XQ01,Unit #2 - KL/EL GROUP WORKING CURRENT,A,Unit 2
1522,KALTIM2.SIGNAL.AI.20EEA10CP101,Unit #2 - 2# boiler convey-bed material sys. transport gas pres.,KPa,Unit 2
1523,KALTIM2.SIGNAL.AI.20EEA10CP102,Unit #2 - 2# boiler convey-bed material sys. transport material pres,MPa,Unit 2
1524,KALTIM2.SIGNAL.AI.20EQH10CP101,Unit #2 - A Limestone duct pressure 1,%,Unit 2
1525,KALTIM2.SIGNAL.AI.20EQH10CP102,Unit #2 - A Limestone duct pressure 2,%,Unit 2
1526,KALTIM2.SIGNAL.AI.20EQH10CL101,Unit #2 - #2 Boiler Limestone storage level,%,Unit 2
1527,KALTIM2.SIGNAL.AI.20EQH10AF001XQ12,Unit #2 - A Electric lock gas detector speed feedback,%,Unit 2
1528,KALTIM2.SIGNAL.AI.20EQH10AF002XQ12,Unit #2 - B Electric lock gas detector speed feedback,%,Unit 2
1529,KALTIM2.SIGNAL.AI.20QFB21CP101,Unit #2 - Boiler #1 corner instrument air main pipe pressure,MPa,Unit 2
1530,KALTIM2.SIGNAL.AI.20QFB22CP101,Unit #2 - Boiler #2 corner instrument air main pipe pressure,MPa,Unit 2
1531,KALTIM2.SIGNAL.AI.20QFB23CP101,Unit #2 - Boiler #3 corner instrument air main pipe pressure,MPa,Unit 2
1532,KALTIM2.SIGNAL.AI.20QFB24CP101,Unit #2 - Boiler #4 corner instrument air main pipe pressure,MPa,Unit 2
1533,KALTIM2.SIGNAL.AI.20QFB20CP101,Unit #2 - Pressure of boiler instrument air main pipe 1,MPa,Unit 2
1534,KALTIM2.SIGNAL.AI.20QFB30CP101,Unit #2 - Pressure of boiler instrument air main pipe 2,MPa,Unit 2
1535,KALTIM2.SIGNAL.AI.20LCE19CP101,Unit #2 - DTR WTR P OF HP BYP VLV,MPa,Unit 2
1536,KALTIM2.SIGNAL.AI.20MAN10CP101,Unit #2 - STM P AFR HP BYP VLV,MPa,Unit 2
1537,KALTIM2.SIGNAL.AI.20LBQ10CP101,Unit #2 - P OF 1ST EXTR STM PIP,MPa,Unit 2
1538,KALTIM2.SIGNAL.AI.20LBQ20CP101,Unit #2 - P OF 2ND EXTR STM PIP,MPa,Unit 2
1539,KALTIM2.SIGNAL.AI.20LAA01CP101,Unit #2 - P 1 OF DEAE,MPa,Unit 2
1540,KALTIM2.SIGNAL.AI.20MAW35AA101XQ12,Unit #2 - Main steam to aux steam pre relief valve feedback,%,Unit 2
1541,KALTIM2.SIGNAL.AI.20LBA10CP103,Unit #2 - P OF MAIN STM MAIN PIP,MPa,Unit 2
1542,KALTIM2.SIGNAL.AI.20LBS30CP101,Unit #2 - P OF 3RD EXTR STM PIP,MPa,Unit 2
1543,KALTIM2.SIGNAL.AI.20LAA01CP102,Unit #2 - P 2 OF DEAE,MPa,Unit 2
1544,KALTIM2.SIGNAL.AI.20LAC20CP101,Unit #2 - DIFF P OF A EFWP INLET FLTR,KPa,Unit 2
1545,KALTIM2.SIGNAL.AI.20LAB20CP101,Unit #2 - P OF A EFWP INLET,MPa,Unit 2
1546,KALTIM2.SIGNAL.AI.20LAB20CP102,Unit #2 - P OF A EFWP OUTLET,MPa,Unit 2
1547,KALTIM2.SIGNAL.AI.20LAE10AA101XQ12,Unit #2 - Main steam to aux steam desuperheating water valve feedback,%,Unit 2
1548,KALTIM2.SIGNAL.AI.20LAC20AP001XQ01,Unit #2 - A EFWP CURRENT,A,Unit 2
1549,KALTIM2.SIGNAL.AI.20LAB50CP101,Unit #2 - P OF EFWP OUTLET MAIN PIP,MPa,Unit 2
1550,KALTIM2.SIGNAL.AI.20LCA50CF102DP,Unit #2 - DEAE INLET FLOW ,Pa,Unit 2
1551,KALTIM2.SIGNAL.AI.20LAA01CL101,Unit #2 - DEAE WTR TANK LEVEL 1,mm,Unit 2
1552,KALTIM2.SIGNAL.AI.20LAA01CL103,Unit #2 - DEAE WTR TANK LEVEL 3,mm,Unit 2
1553,KALTIM2.SIGNAL.AI.20LAA01CL102,Unit #2 - DEAE WTR TANK LEVEL 2,mm,Unit 2
1554,KALTIM2.SIGNAL.AI.20LAD10CL101,Unit #2 - NO.1 HP HTR LEVEL 1,mm,Unit 2
1555,KALTIM2.SIGNAL.AI.20LAD10CL103,Unit #2 - NO.1 HP HTR LEVEL 3,mm,Unit 2
1556,KALTIM2.SIGNAL.AI.20LAD20CL102,Unit #2 - NO.2 HP HTR LEVEL 2,mm,Unit 2
1557,KALTIM2.SIGNAL.AI.20LAC20CS101,Unit #2 - A EFWP SPEED,rpm,Unit 2
1558,KALTIM2.SIGNAL.AI.20LAD10CL102,Unit #2 - NO.1 HP HTR LEVEL 2,mm,Unit 2
1559,KALTIM2.SIGNAL.AI.20LAD20CL101,Unit #2 - NO.2 HP HTR LEVEL 1,mm,Unit 2
1560,KALTIM2.SIGNAL.AI.20LAD20CL103,Unit #2 - NO.2 HP HTR LEVEL 3,mm,Unit 2
1561,KALTIM2.SIGNAL.AI.20LAC20CY101,Unit #2 - SHAFT VIBRATION OF A EFWP DRIVING END BEARING IN THE X DIRECTION,mm/s,Unit 2
1562,KALTIM2.SIGNAL.AI.20LAC20CY103,Unit #2 - SHAFT VIBRATION OF A EFWP NON-DRIVING END BEARING IN THE X DIREC,mm/s,Unit 2
1563,KALTIM2.SIGNAL.AI.20LAC20CY102,Unit #2 - SHAFT VIBRATION OF A EFWP DRIVING END BEARING IN THE Y DIRECTION,mm/s,Unit 2
1564,KALTIM2.SIGNAL.AI.20LAC20CY104,Unit #2 - SHAFT VIBRATION OF A EFWP NON-DRIVING END BEARING IN THE Y DIREC,mm/s,Unit 2
1565,KALTIM2.SIGNAL.AI.20LAC20CY105,Unit #2 - AXIAL DISPLACEMENT OF TURB A EFWP,mm,Unit 2
1566,KALTIM2.SIGNAL.AI.20LAC20CP102,Unit #2 - A EFWP coupler inlet oil pressure,MPa,Unit 2
1567,KALTIM2.SIGNAL.AI.20MAN10AA101XQ12,Unit #2 - Turbine bypass temperature and pressure reduction valve position,%,Unit 2
1568,KALTIM2.SIGNAL.AI.20LCE19AA101XQ12,Unit #2 - Turbine bypass water spray control valve position,%,Unit 2
1569,KALTIM2.SIGNAL.AI.20LBS30AA101XQ12,Unit #2 - CTRL VLV OF 3RD EXTR STM TO DEAE POSITION,%,Unit 2
1570,KALTIM2.SIGNAL.AI.20LAB21AA101XQ12,Unit #2 - A EFWP RECYCLE CTRL VLV POSITION,%,Unit 2
1571,KALTIM2.SIGNAL.AI.20LCA50AA101XQ12,Unit #2 - DEAE LEVEL CTRL VLV POSITION,%,Unit 2
1572,KALTIM2.SIGNAL.AI.20LAC20MK001XQ12,Unit #2 - A EFWP coupler motor-driven actuator position,%,Unit 2
1573,KALTIM2.SIGNAL.AI.20LBS40CP101,Unit #2 - P OF 4TH EXTR STM PIP,MPa,Unit 2
1574,KALTIM2.SIGNAL.AI.20LBS50CP101,Unit #2 - P OF 5TH EXTR STM PIP,MPa,Unit 2
1575,KALTIM2.SIGNAL.AI.20LBS60CP101,Unit #2 - P OF 6TH EXTR STM PIP,MPa,Unit 2
1576,KALTIM2.SIGNAL.AI.20LBS70CP102,Unit #2 - A SIDE P OF 7TH EXTR STM PIP,MPa,Unit 2
1577,KALTIM2.SIGNAL.AI.20LAC30CP101,Unit #2 - DIFF P OF B EFWP INLET FLTR,KPa,Unit 2
1578,KALTIM2.SIGNAL.AI.20LAB30CP101,Unit #2 - P OF B EFWP INLET,MPa,Unit 2
1579,KALTIM2.SIGNAL.AI.20LCJ60AP001XQ01,Unit #2 - LP drain pump current,A,Unit 2
1580,KALTIM2.SIGNAL.AI.U2BY171008,Unit #2 - HP Cylinder Exhaust Press 1,MPa,Unit 2
1581,KALTIM2.SIGNAL.AI.20LBS70CP101,Unit #2 - B SIDE P OF 7TH EXTR STM PIP,MPa,Unit 2
1582,KALTIM2.SIGNAL.AI.20LAB30CP102,Unit #2 - P OF B EFWP OUTLET,MPa,Unit 2
1583,KALTIM2.SIGNAL.AI.20LCA50CP101,Unit #2 - P OF CONDENSATE PMP OUTLET MAIN PIP,MPa,Unit 2
1584,KALTIM2.SIGNAL.AI.20LCE11CP101,Unit #2 - DIFF P OF LP CYLINDER WTR SPR FLTR,KPa,Unit 2
1585,KALTIM2.SIGNAL.AI.20LCE11CP102,Unit #2 - P OF LP CYLINDER WTR SPR,MPa,Unit 2
1586,KALTIM2.SIGNAL.AI.20LAW10CP101,Unit #2 - CONDENSATE PMP SEAL WTR P,MPa,Unit 2
